,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.2291683,0.23173203,0.22692613,0.23083237,0.22772284,0.23364,0.22719732,0.235524,0.23010837,0.22998238,0.24079332,0.22771804,0.23487027,0.23348637,0.22735208,0.22883388,0.23642376,0.23354402,0.2265878,0.22854167,0.22856453,0.2325038,0.22403601,0.24386491,0.22880694,0.22662511,0.23298655,0.23244378,0.23115602,0.22378568,0.22728997,0.23305824,0.23207295,0.23622243,0.2343375,0.23236486,0.2344496,0.23155113,0.23089613,0.23091768,0.24089342,0.22785252,0.23813896,0.22915933,0.2390346,0.24365792,0.22952247,0.23341586,0.23481993,0.22896832,0.23866591,0.2312155,0.23623912,0.24515234,0.23099959,0.23056602,0.23720625,0.2256056,0.23693785,0.22092688,0.2227788,0.22593985,0.22326662,0.23388028,0.22323355,0.23239961,0.23808685,0.23552376,0.22841378,0.23365572,0.24139944,0.24172385,0.22925201,0.22615042,0.22653766,0.21956113,0.22622767,0.22348091,0.22385612,0.23264802,0.2287021,0.22794005,0.23341662,0.23286992,0.22639519,0.23173037,0.23316558,0.21961184,0.21949989,0.22456494,0.23487392,0.22749075,0.22632521,0.232,0.22591844,0.23127097,0.23022199,0.23258944,0.23207368,0.23566994
1,0.20414504,0.19435683,0.19999777,0.1832077,0.19919272,0.19187209,0.19430698,0.19009627,0.18260194,0.19677891,0.2105055,0.18534029,0.20602569,0.19005668,0.18745303,0.18656534,0.18592791,0.18884803,0.1953784,0.19144875,0.18112007,0.20358044,0.18870471,0.18655074,0.19488387,0.19096816,0.17972547,0.18410483,0.19574726,0.1857812,0.20490329,0.19268456,0.18198878,0.20272425,0.18694367,0.20933962,0.1930897,0.19062963,0.19587389,0.19766754,0.19296438,0.19000202,0.19116263,0.19302496,0.18143965,0.20915496,0.19922256,0.20190233,0.17684673,0.18771558,0.18651006,0.20311886,0.19846387,0.19019867,0.1842366,0.20417364,0.18152975,0.18445101,0.19474421,0.1828784,0.18801045,0.18536645,0.20002113,0.20638204,0.18488236,0.19558516,0.19165938,0.19739336,0.19393833,0.19337614,0.1896789,0.18829033,0.1905816,0.1883139,0.18959232,0.18547688,0.1918348,0.17991064,0.19101873,0.19658077,0.19012961,0.18788692,0.19140358,0.19399625,0.20602167,0.19153732,0.19828096,0.1872788,0.18725784,0.20259291,0.18786782,0.19511676,0.19064802,0.19364019,0.19996376,0.20717858,0.19783303,0.19514048,0.19543757,0.19354379
2,0.21783483,0.20039755,0.12769301,0.16709287,0.19844437,0.177388,0.20627001,0.18742934,0.19077337,0.16887248,0.21716215,0.17971054,0.21586528,0.1739626,0.14835571,0.17850018,0.21410277,0.17428988,0.177949,0.19747919,0.22770533,0.18988399,0.17383555,0.19885154,0.19322774,0.19846465,0.18749458,0.16918106,0.18245175,0.18981816,0.15849034,0.24976137,0.18802983,0.18837431,0.18406688,0.16954036,0.2219528,0.16448833,0.22253683,0.16457857,0.20310791,0.14482225,0.19789098,0.181585,0.17587548,0.18340676,0.18899457,0.18911391,0.1649476,0.19016139,0.15772071,0.2026376,0.20589386,0.19352436,0.14099887,0.19288099,0.21544673,0.13696527,0.20860112,0.14012334,0.11632157,0.19278276,0.18872042,0.18053299,0.20270763,0.18481636,0.20512557,0.16926445,0.16136341,0.15301974,0.23473898,0.19044185,0.18925571,0.13377367,0.17037256,0.19642363,0.1419444,0.2047673,0.19842292,0.12248829,0.20306668,0.1678818,0.1832791,0.17035517,0.18151313,0.16404106,0.19191222,0.17228754,0.18505013,0.19596936,0.14297532,0.12664165,0.16614926,0.17499584,0.18337595,0.19459392,0.1761168,0.18798728,0.16588779,0.20958142
3,0.124871746,0.12565279,0.185711,0.124410495,0.13448717,0.11887935,0.12449619,0.11863161,0.12643291,0.13400424,0.13386992,0.14787391,0.12070244,0.12762289,0.12800966,0.13441138,0.11767039,0.11890262,0.11369874,0.13129377,0.14463986,0.12529807,0.10270179,0.13984182,0.13594475,0.11557272,0.13904405,0.12390026,0.14464076,0.12987354,0.14404225,0.13084619,0.12407965,0.12404488,0.11748153,0.14629191,0.14095125,0.1312618,0.13714905,0.149382,0.1340562,0.17160766,0.15454052,0.11776333,0.12695882,0.12324852,0.121385135,0.1225235,0.11990625,0.12963876,0.17655389,0.13673088,0.12446322,0.12087788,0.17760326,0.10978388,0.13631071,0.19132002,0.12349149,0.14394283,0.17973828,0.12186716,0.13304226,0.10938203,0.11460233,0.1271416,0.15348445,0.12916274,0.12953356,0.1356983,0.105490945,0.15462437,0.13073227,0.17575574,0.12899387,0.11588967,0.16480342,0.13466531,0.12256854,0.17521782,0.13035917,0.14919631,0.12646393,0.14442272,0.12880902,0.1163911,0.14125602,0.1355328,0.14211878,0.1146859,0.13062388,0.17622438,0.1751743,0.11609843,0.12088348,0.12444267,0.12999457,0.13114655,0.11486186,0.1304424
4,0.10655401,0.13120706,0.11541037,0.10894081,0.11295281,0.11828702,0.112476856,0.113051,0.105043754,0.12099871,0.13827708,0.11715839,0.11359134,0.12581602,0.13732845,0.14827144,0.1360456,0.11446833,0.14996855,0.12836167,0.13177866,0.11315074,0.11431168,0.11330735,0.10598852,0.12807886,0.114560045,0.1654083,0.12961969,0.113880984,0.11364783,0.114924595,0.10934986,0.11604651,0.12830278,0.12337097,0.116595864,0.12962037,0.13688609,0.119208604,0.12226376,0.12559795,0.13843945,0.11681348,0.12993951,0.12494224,0.118920505,0.12749448,0.15790783,0.104255326,0.13518551,0.10817743,0.12312645,0.1197517,0.11564797,0.115224645,0.115987316,0.11639333,0.13876884,0.12428261,0.123242065,0.12019272,0.11713923,0.13038813,0.10429052,0.10972266,0.117207736,0.12014155,0.1487146,0.12195721,0.10963665,0.12724298,0.115186736,0.11870362,0.117169484,0.11737086,0.13144277,0.13542777,0.11093798,0.12709455,0.1257741,0.10968621,0.11866494,0.12922128,0.15888214,0.12198904,0.1163661,0.13822535,0.1331869,0.12255423,0.12729216,0.12695141,0.114529856,0.12904157,0.10838877,0.11117004,0.114874594,0.11010547,0.12268639,0.13724539
5,0.10122374,0.14005566,0.12927759,0.120719254,0.15562283,0.105970584,0.13816375,0.13241607,0.1168226,0.12849389,0.11839679,0.12926546,0.12981272,0.14393133,0.14349747,0.11970215,0.11230251,0.11925146,0.12846364,0.12205619,0.114356786,0.11684862,0.111196876,0.12805538,0.18504325,0.12928961,0.12926601,0.11258227,0.12623999,0.10698532,0.13701387,0.12768807,0.12663312,0.14214447,0.12659892,0.15371254,0.15507402,0.12153954,0.117706336,0.14147462,0.14585519,0.113542445,0.11129333,0.1296145,0.12176421,0.1901542,0.10567412,0.18450566,0.11366452,0.1323594,0.123199746,0.11444029,0.12926817,0.13929594,0.10899295,0.10709048,0.11242908,0.10673244,0.10980779,0.1185701,0.12685505,0.122825734,0.12864433,0.15660569,0.12227763,0.123758815,0.11793562,0.11883903,0.11574973,0.118338384,0.11392261,0.11765616,0.10799365,0.12261135,0.12646332,0.1058664,0.10975443,0.09995729,0.11162801,0.124921724,0.1633643,0.12349124,0.11140883,0.122113325,0.11537534,0.13131852,0.14455709,0.16442892,0.118446976,0.12450516,0.14789453,0.12520865,0.108010374,0.14158753,0.12564749,0.15645613,0.14263806,0.12016138,0.13566181,0.11439708
6,0.13374822,0.112524346,0.11271434,0.107372366,0.13834994,0.13384584,0.14193162,0.16249725,0.13904458,0.15874463,0.11942811,0.11585873,0.115248576,0.11223044,0.13895376,0.12399703,0.13686587,0.13534792,0.1337096,0.11067176,0.13064606,0.17357096,0.12219228,0.15168612,0.11069192,0.15757035,0.16002677,0.1081513,0.11667964,0.12516658,0.122759566,0.12830183,0.11797655,0.11572183,0.12109509,0.13368596,0.1194305,0.12523681,0.11415752,0.11540379,0.13318756,0.12788384,0.12617706,0.14427732,0.107629694,0.13756834,0.123422965,0.14035343,0.12340869,0.124994986,0.1364102,0.13883485,0.11318518,0.108128265,0.13978274,0.13896415,0.122442685,0.11251673,0.12290118,0.12026768,0.12004206,0.13380621,0.14901164,0.11644449,0.119365044,0.10388063,0.116547614,0.10421032,0.14217757,0.108602576,0.17182408,0.19048141,0.1311704,0.11293225,0.16165636,0.13853107,0.18534987,0.13177684,0.1181519,0.15686549,0.13392937,0.11871548,0.11799443,0.15985365,0.12868583,0.110967554,0.1492559,0.13701427,0.11630311,0.12309337,0.12709811,0.12991235,0.10684244,0.11903077,0.11934102,0.12681106,0.13195375,0.11999066,0.13583797,0.12534204
7,0.12474711,0.11226989,0.14664377,0.17592485,0.12721431,0.13777636,0.15232158,0.12611148,0.12934497,0.14712077,0.13104233,0.14634557,0.12835488,0.11413288,0.12146062,0.1440985,0.13278483,0.101643026,0.10424904,0.1489539,0.1286716,0.10091015,0.15540773,0.14725365,0.11899813,0.1496718,0.12245662,0.1113358,0.13246049,0.13518882,0.11919809,0.1711045,0.12256644,0.13264982,0.13624874,0.14518881,0.11918649,0.1512664,0.111654505,0.11589924,0.11259888,0.12940463,0.13692574,0.1220467,0.1173636,0.13467455,0.16059549,0.13811441,0.15516673,0.14718357,0.11296201,0.13142079,0.17878787,0.12398858,0.17700271,0.112360716,0.11081831,0.120791554,0.12559387,0.1481066,0.1315673,0.16474025,0.1271656,0.10865198,0.107783705,0.13575985,0.10768721,0.15135902,0.11266115,0.11919917,0.13337366,0.12620968,0.11600754,0.11137293,0.15660611,0.12123317,0.11586793,0.1119168,0.11765623,0.11506334,0.14361367,0.12212919,0.10286984,0.114031255,0.1337091,0.1318532,0.13919196,0.12734963,0.11959213,0.14032382,0.12059817,0.13985033,0.11664096,0.11367647,0.14055336,0.14573316,0.14341739,0.11686668,0.111354955,0.119161375
8,0.10714594,0.10662392,0.10589643,0.14146568,0.10742378,0.13828686,0.123104386,0.19827834,0.114925995,0.13262206,0.11890499,0.14177623,0.10624311,0.11772405,0.11851847,0.12245896,0.12362884,0.12136426,0.14266557,0.10989918,0.12942506,0.13170528,0.12584722,0.14450331,0.12434901,0.13538219,0.11067836,0.11751677,0.11524928,0.14124766,0.11505461,0.14126442,0.14821284,0.17830835,0.11639781,0.1261612,0.09731388,0.16894665,0.14310764,0.100096025,0.12658213,0.11214499,0.13639928,0.13102973,0.1988437,0.13055012,0.11629915,0.11128907,0.1087811,0.119468145,0.12561718,0.12555636,0.14942613,0.11862663,0.12008688,0.13676053,0.1366125,0.14514978,0.13963488,0.13342653,0.18927415,0.11646847,0.11376202,0.11540094,0.13019267,0.13640803,0.11115481,0.11385726,0.16179642,0.13699274,0.15655066,0.12948892,0.15126355,0.15444845,0.10159671,0.17196225,0.10365766,0.13418025,0.148557,0.14005424,0.12307371,0.11875544,0.1297913,0.16835617,0.1176489,0.17314497,0.14824359,0.11247192,0.11928391,0.13316458,0.17090435,0.1455506,0.15332362,0.14933683,0.13057771,0.10370064,0.13381928,0.19091123,0.12990649,0.12687078
9,0.13564295,0.1151029,0.13262105,0.12283979,0.15251556,0.122546606,0.15750442,0.12297575,0.14162515,0.1404604,0.11939058,0.12366237,0.13827509,0.12806726,0.1269672,0.11920347,0.13311745,0.17120947,0.15094972,0.15222758,0.13903604,0.123347566,0.12129623,0.13830927,0.15790665,0.12464295,0.14079157,0.121228755,0.117896,0.14789367,0.11736274,0.14749339,0.1357533,0.10415492,0.11244519,0.13121164,0.11531151,0.12794982,0.15952879,0.12123005,0.14953509,0.109182335,0.13078089,0.107541814,0.1291821,0.112310275,0.123842,0.13565001,0.12182714,0.12520726,0.13770542,0.12418198,0.15041146,0.11934313,0.11696108,0.14331667,0.11182057,0.14336096,0.12711819,0.10563125,0.12158112,0.13589612,0.14704096,0.14578713,0.13356796,0.11668578,0.14413343,0.1260978,0.13192254,0.1383084,0.11251949,0.19473785,0.13089237,0.15484118,0.14718571,0.11271375,0.11719473,0.1269543,0.11659007,0.1424325,0.1251306,0.114635736,0.119820945,0.12453823,0.1439683,0.13950442,0.13028356,0.13269833,0.12151982,0.13432541,0.12386035,0.12892841,0.11926396,0.15260214,0.12125027,0.12585229,0.16204752,0.14970264,0.123047866,0.12506796
