,0,1,2,3,4,5,6,7,8,9,10,11
0,0.17475066,0.16505837,0.2341448,0.16605158,0.20317695,0.3121982,0.15462442,0.2541765,0.28186086,0.27388436,0.13006076,0.12186717
1,0.5962207,0.110112585,0.24084789,0.13127635,0.118284896,0.13216472,0.10820888,0.1266689,0.12044652,0.1738676,0.29468557,0.13393266
2,0.1398387,0.19615483,0.11093322,0.11723917,0.11423681,0.19337144,0.121791266,0.14504182,0.29998863,0.15817723,0.14121059,0.15693167
3,0.1827495,0.15089813,0.19709156,0.124260366,0.13235173,0.16639596,0.153437,0.13943881,0.17189093,0.15204252,0.1561476,0.119691
4,0.4557979,0.10835804,0.16072,0.1424576,0.13239162,0.134145,0.13375744,0.20522255,0.20960033,0.1283275,0.1337283,0.121293895
5,0.14430083,0.15017241,0.19508018,0.13373567,0.12217438,0.1647512,0.14201522,0.18861493,0.14983496,0.1180072,0.1554959,0.1522707
6,0.1560036,0.1395807,0.11496613,0.18367791,0.13091803,0.1432259,0.122348845,0.1484773,0.1274415,0.12588665,0.16664743,0.13850145
7,0.12884985,0.16897306,0.15359992,0.18097551,0.1269759,0.16248837,0.121828265,0.16971643,0.15357643,0.124888524,0.13384089,0.151024
8,0.10442825,0.1591955,0.16333053,0.15926026,0.11806023,0.16922605,0.13907379,0.16798738,0.13098848,0.11644645,0.105544,0.12422862
9,0.24340391,0.1950404,0.13715877,0.14588372,0.17077859,0.1629245,0.15698017,0.15464881,0.13742569,0.13190664,0.118752874,0.14947134
10,0.24823248,0.14000094,0.15100229,0.17644504,0.1255132,0.14768344,0.17095011,0.116732754,0.15450665,0.11369921,0.12394714,0.17072773
11,0.28704467,0.18683492,0.119392745,0.1723434,0.11418544,0.16156064,0.14143272,0.1566261,0.16600123,0.16044143,0.15394297,0.16632113
12,0.20759393,0.13845277,0.1695109,0.16135281,0.11850116,0.13997576,0.121768504,0.14078142,0.16025706,0.11732351,0.123464,0.13206328
13,0.1767527,0.17215762,0.16081363,0.16181675,0.19217259,0.1539866,0.11558729,0.12879121,0.23599806,0.14734812,0.12505518,0.1403544
14,0.17723668,0.17210154,0.14283659,0.14821333,0.12765051,0.17755567,0.15821004,0.15756568,0.2062553,0.12901755,0.14048448,0.18540859
15,0.15053481,0.19649625,0.18530774,0.1384607,0.12031236,0.14107311,0.14445753,0.12591001,0.1305291,0.11445983,0.12973654,0.115357935
16,0.18547025,0.11764702,0.142994,0.16122523,0.12837034,0.165713,0.1318703,0.17260326,0.16137536,0.10857543,0.14757386,0.1254406
17,0.18510303,0.11453359,0.22350109,0.18720385,0.1424284,0.16272818,0.13633275,0.15876016,0.11862029,0.14984933,0.10269438,0.12701668
