,0,1,2,3,4,5,6,7,8,9,10,11
0,0.2312165,0.28021702,0.38089728,0.70030886,0.48665425,0.38555738,0.44694784,0.54114693,0.48258936,0.29460886,0.21691935,0.1428185
1,0.45943287,0.1652561,0.3708233,0.40746087,0.38168383,0.1129521,0.18011768,0.14424682,0.19191295,0.19915146,0.56863385,0.12629096
2,0.22739533,0.23955832,0.18683332,0.19427139,0.34793067,0.3712439,0.2474458,0.32763317,0.29566526,0.18319525,0.20232192,0.18856394
3,0.17571312,0.18295792,0.2900463,0.35962924,0.23262179,0.21034174,0.15119772,0.16151011,0.24439913,0.22069386,0.24073173,0.15677303
4,0.17053618,0.2879417,0.15296264,0.28882104,0.23032933,0.21226007,0.1634886,0.18102969,0.30478662,0.15753868,0.16158599,0.13417788
5,0.4968981,0.21886782,0.16369855,0.21853799,0.32035846,0.12866221,0.15801495,0.13068663,0.20860988,0.2049347,0.13882425,0.15727347
6,0.13339932,0.20153677,0.23531516,0.19768643,0.35626954,0.17729546,0.17896868,0.18467939,0.25412866,0.21127433,0.24713244,0.17061724
7,0.17482409,0.28006175,0.22567898,0.19273406,0.3299222,0.13753824,0.16700095,0.12894203,0.19303524,0.20315528,0.14368097,0.12310512
8,0.1739963,0.22953309,0.25471586,0.1776627,0.2116473,0.3073131,0.16222234,0.23942801,0.25291157,0.16823104,0.19468848,0.14041469
9,0.18726125,0.22824207,0.15371865,0.252016,0.2560806,0.18079962,0.1856941,0.15344214,0.24771236,0.1966349,0.2197831,0.15653558
10,0.17599572,0.17802978,0.18155053,0.28609097,0.30100077,0.29528183,0.24694689,0.111065336,0.23766595,0.15279207,0.19934587,0.25421298
11,0.17201562,0.20895605,0.17608671,0.20862532,0.20343329,0.15393585,0.1929337,0.13325062,0.18773039,0.20756209,0.12770112,0.15560412
12,0.14610843,0.15532446,0.17574665,0.1872771,0.1513654,0.15359023,0.14277358,0.20616125,0.19024463,0.12465941,0.13425866,0.2519072
13,0.15113373,0.24212572,0.17007077,0.1721502,0.19995593,0.13001022,0.16904426,0.18108067,0.22467768,0.2234493,0.16964647,0.18952948
14,0.1327001,0.14134568,0.158572,0.1873057,0.21360926,0.13191332,0.15219808,0.14542428,0.27070332,0.15296155,0.1446668,0.19378623
15,0.16346419,0.1937533,0.16061872,0.11927723,0.12518388,0.124069825,0.1306845,0.1329502,0.2992102,0.16349722,0.16668141,0.1677058
16,0.171183,0.18344252,0.13453928,0.14905277,0.1615696,0.18429066,0.1705387,0.18301179,0.19368741,0.21492621,0.14033367,0.110970415
17,0.18029062,0.22495264,0.21896036,0.22905278,0.22591406,0.124840215,0.16184695,0.14324346,0.16474946,0.14799312,0.12375398,0.1224983
18,0.13468158,0.14763226,0.16734436,0.15951794,0.17617822,0.1510126,0.1171921,0.143293,0.12714142,0.17357379,0.15391362,0.12192487
19,0.14715986,0.17738293,0.13960896,0.11751688,0.25358376,0.3539594,0.22356679,0.21930002,0.17564046,0.17239594,0.1455459,0.1339251
20,0.22617756,0.20109813,0.12065861,0.18005697,0.18957788,0.16485278,0.1506595,0.13868083,0.20937985,0.14745249,0.18963933,0.14868796
21,0.124836266,0.19137552,0.14008495,0.14112669,0.14770988,0.12348121,0.13647482,0.15182745,0.21036117,0.16347563,0.13805003,0.11586454
22,0.16195063,0.155339,0.13649827,0.17986396,0.1971188,0.14234523,0.16997755,0.21564555,0.17132615,0.20486122,0.16788454,0.13652298
23,0.16046792,0.13964748,0.124147534,0.20517653,0.18694577,0.14133078,0.11032808,0.13197154,0.16916361,0.19359016,0.1290803,0.13129903
24,0.13088082,0.13568111,0.16085728,0.13474342,0.24127936,0.1254468,0.13960329,0.1634545,0.14238162,0.17937861,0.12773378,0.120763
25,0.14325568,0.16834974,0.11034107,0.13151431,0.14100838,0.1276365,0.15117146,0.13692197,0.16239864,0.1797884,0.13013794,0.12362811
26,0.1730194,0.12671566,0.16033229,0.15245849,0.12573381,0.1519617,0.11993988,0.17143877,0.14341561,0.15609172,0.12712474,0.17254207
27,0.13562313,0.16699862,0.14003518,0.16986695,0.13279057,0.12206703,0.14441687,0.118171066,0.1891233,0.122918785,0.21964982,0.12939988
28,0.1821791,0.18011579,0.116683334,0.12454474,0.12228489,0.24467741,0.11023317,0.14145702,0.18633662,0.1621336,0.15047872,0.13750799
29,0.14072925,0.18285498,0.23291346,0.1304088,0.1611189,0.10537218,0.12497263,0.12958395,0.14394446,0.1814669,0.129047,0.12913029
30,0.11839654,0.19437467,0.13603593,0.1251312,0.121252105,0.13369314,0.13952428,0.13200024,0.1745395,0.14034,0.13988931,0.14617813
31,0.1723575,0.1375942,0.14498912,0.14056967,0.1585627,0.10652715,0.1200816,0.1111778,0.1242671,0.117072284,0.1697405,0.13991262
32,0.20675978,0.1269564,0.12747589,0.13985401,0.17695944,0.12521285,0.21914676,0.15341853,0.1600727,0.15464097,0.17426488,0.13898732
33,0.17172095,0.21305001,0.11977088,0.1673122,0.1577221,0.1766741,0.125621,0.13204105,0.13784847,0.15637851,0.1333251,0.14619927
34,0.1505749,0.15302016,0.13743679,0.12653056,0.13388973,0.13985772,0.11230387,0.12745169,0.12181937,0.17947902,0.13992782,0.11549636
35,0.16505516,0.16023806,0.12928961,0.12282249,0.15380338,0.12569489,0.1480945,0.17826898,0.14811794,0.13546316,0.15266551,0.118076645
36,0.15505707,0.1423487,0.18351349,0.12519616,0.1533913,0.11198791,0.10977642,0.13498595,0.12912272,0.15524876,0.15340567,0.14648214
37,0.22327712,0.14350252,0.13168049,0.1071904,0.12569071,0.12595922,0.116103366,0.1260122,0.16420761,0.14274427,0.16035534,0.163718
38,0.1710998,0.14137073,0.1147017,0.21109241,0.1400736,0.12530288,0.120751604,0.12603925,0.13228118,0.14933117,0.12244032,0.111213
39,0.15740173,0.13051707,0.117523186,0.11137017,0.20127864,0.11364409,0.117579535,0.12049664,0.1442975,0.17367738,0.1383822,0.12816584
40,0.15520997,0.15561347,0.1392116,0.116484776,0.12702706,0.14203249,0.14160231,0.13274957,0.13826057,0.10366038,0.14887522,0.11690597
41,0.14498419,0.13135672,0.1377506,0.1544491,0.110032156,0.1411386,0.13412279,0.121195845,0.12323628,0.11035322,0.11846615,0.10552013
42,0.18750723,0.16670151,0.12919743,0.17557374,0.12423108,0.109935835,0.16268787,0.11600272,0.13367286,0.10744479,0.10390346,0.1365729
43,0.1504264,0.18315715,0.120225474,0.13185629,0.11944254,0.13442227,0.13139121,0.12668277,0.12391889,0.12837169,0.15008575,0.12496296
44,0.14570186,0.14675646,0.107058406,0.16944203,0.12763852,0.11484177,0.11597492,0.10768348,0.12286621,0.109983355,0.1721441,0.113747746
45,0.16375044,0.1145158,0.13240354,0.11025697,0.1509027,0.12136984,0.113637835,0.1269355,0.114588,0.11327916,0.1421562,0.13164549
46,0.12261701,0.1456038,0.13671616,0.14619479,0.12221406,0.13197657,0.12195286,0.12378161,0.10401793,0.111800164,0.14112084,0.1210891
47,0.12781285,0.1341307,0.1612362,0.12783548,0.09968078,0.11171489,0.12330294,0.12437359,0.115813725,0.13662532,0.13286588,0.13010252
48,0.13544998,0.15239352,0.12392041,0.13542879,0.12397233,0.11472912,0.12675129,0.12224291,0.1211997,0.112656,0.14421333,0.12636366
49,0.115653336,0.11058459,0.12606975,0.12365529,0.11576168,0.123099305,0.14519206,0.121266186,0.13971221,0.1109747,0.16141465,0.1253102
