,0,1,2,3,4,5,6,7,8,9,10,11
sigma,0.24315822,0.15889609,0.15171993,0.15366478,0.1574246,0.1360628,0.12750895,0.13037258,0.12426588,0.11884475,0.11460385,0.105429836
0,42.183094,20.2239,20.840958,18.120483,17.527431,11.944336,12.092472,12.321618,12.340342,12.209184,12.928614,12.37678
1,35.3255,18.807291,19.663134,16.677753,16.3196,11.162572,11.047934,11.316454,10.792003,10.011759,11.393422,11.156163
2,34.402534,18.093065,18.94967,15.393911,15.248364,10.593862,10.450392,11.034319,10.234738,9.843801,10.4791565,10.672451
3,23.744194,17.228897,17.612558,13.970339,14.380558,10.302465,10.052716,10.430076,9.800927,9.310978,10.399877,10.16813
4,19.768997,16.302929,16.144659,13.819966,14.066899,10.069247,9.577125,10.391388,9.67343,9.094651,10.03911,9.705812
5,17.810282,15.733807,13.910446,13.230223,13.606384,9.990811,9.2830925,10.069783,9.354343,8.81662,9.912479,9.556909
6,17.700165,15.270324,13.241518,12.565364,13.32198,9.942695,8.789413,10.0069475,8.950734,8.67626,9.7857275,9.197031
7,17.071117,14.315695,11.999642,12.382745,12.879703,9.895907,8.689162,9.819474,8.884974,8.468408,9.534686,9.079174
8,16.648449,14.108193,11.556311,12.121605,12.75338,9.799201,8.487504,9.772953,8.726563,8.34895,9.339723,8.712624
9,16.575308,13.312586,10.948201,11.941527,12.513789,9.770541,8.42835,9.657823,8.567878,8.245761,9.250358,8.550319
10,16.556734,13.075149,10.274049,11.888885,12.209662,9.672085,8.293094,9.573199,8.370144,8.234751,9.132734,8.30058
11,16.35142,12.887551,9.961951,10.903151,12.057305,9.596078,8.172642,9.516738,8.170594,8.132428,9.001958,8.244265
12,16.34493,12.238485,9.719547,10.628491,11.894632,9.582812,8.015564,9.382206,8.1095495,8.04285,8.980101,8.113366
13,16.173765,12.087675,9.70874,10.320828,11.676922,9.503586,7.976751,9.37124,8.054017,7.9994574,8.902299,7.905696
14,15.989622,11.599235,9.486186,10.119287,11.46895,9.446869,7.852972,9.183322,8.046342,7.9282646,8.758314,7.8088274
15,15.895754,11.452896,9.329017,9.643673,11.046402,9.44135,7.808337,9.128394,7.9672346,7.8645325,8.684845,7.60343
16,15.804091,11.021266,9.310228,9.56482,10.920744,9.384013,7.7731423,9.096828,7.8830323,7.753831,8.514482,7.5880213
17,15.701224,10.683425,9.255099,9.351751,10.898829,9.353551,7.700896,8.997312,7.811277,7.7341614,8.420749,7.4833465
18,15.692178,10.589956,9.097626,9.207145,10.533715,9.25914,7.5637217,8.86237,7.7704196,7.6642156,8.402885,7.360259
19,15.5563545,10.5653925,9.068029,9.173866,10.285166,9.229993,7.4938707,8.712682,7.6955276,7.6006355,8.26434,7.268979
20,15.411206,10.327159,8.90575,8.921197,9.962723,9.183871,7.461358,8.5911,7.631675,7.538564,8.184884,7.1424437
21,15.368278,10.216827,8.874405,8.881975,9.7786875,9.152013,7.4180694,8.576657,7.551838,7.4340324,8.107722,7.0827785
22,15.15211,10.09588,8.813099,8.819904,9.6513815,9.137205,7.3786387,8.546648,7.4918227,7.4159427,8.042815,6.910199
23,15.06813,10.03761,8.715452,8.662749,9.585538,9.093303,7.3336806,8.434672,7.460173,7.315356,7.902658,6.8400965
24,15.037717,9.770975,8.679104,8.573025,9.345254,9.026999,7.2801137,8.410072,7.4274898,7.238105,7.8755746,6.8088293
25,14.971362,9.628405,8.603884,8.422333,9.304491,8.9930105,7.2373953,8.345656,7.3311715,7.1865525,7.73934,6.7603664
26,14.945147,9.528412,8.503676,8.343744,9.208965,8.951215,7.1734776,8.316449,7.2555084,7.1250887,7.6673117,6.611091
27,14.904851,9.479798,8.433292,8.315798,9.154519,8.901292,7.1413646,8.283477,7.2371373,7.091515,7.5548253,6.534866
28,14.837334,9.35879,8.401627,8.112456,9.054339,8.856475,7.1197762,8.194155,7.176822,7.0111966,7.4852495,6.4509754
29,14.683976,9.304943,8.396923,8.078205,9.0090885,8.816892,7.0566497,8.143576,7.1121407,6.947159,7.411422,6.4228334
30,14.653825,9.224858,8.345648,8.02686,8.966155,8.790646,6.991441,8.078444,7.059669,6.9380608,7.3390465,6.374491
31,14.622134,9.174846,8.319109,8.003032,8.814145,8.748122,6.9476104,8.034887,7.0221744,6.8937354,7.3011913,6.3010983
32,14.536631,9.117656,8.261971,7.9771585,8.714809,8.715246,6.9307666,7.932831,6.9925013,6.870077,7.200012,6.2906537
33,14.429504,9.053854,8.200703,7.903403,8.601382,8.68829,6.8875346,7.896853,6.9160285,6.794107,7.1323256,6.1815434
34,14.32441,8.985319,8.170341,7.8885536,8.552408,8.63924,6.848859,7.8378897,6.880054,6.7529073,7.0327935,6.121836
35,14.2814,8.961524,8.156244,7.8457212,8.447184,8.593923,6.820376,7.7841473,6.8158007,6.739184,6.929654,6.0739164
36,14.271957,8.917609,8.130849,7.8146915,8.343298,8.555138,6.801095,7.768427,6.7944884,6.6764336,6.8262486,6.0717373
37,14.221331,8.822855,8.113147,7.722966,8.248867,8.526833,6.773154,7.7392373,6.7701664,6.64417,6.7658987,6.0078263
38,14.161059,8.803885,8.058107,7.7025733,8.238674,8.416619,6.7285843,7.66871,6.7096844,6.6267204,6.687159,5.911156
39,14.044411,8.784367,8.039406,7.6530247,8.14793,8.367774,6.694342,7.5931993,6.7016807,6.595798,6.648134,5.8815866
40,13.992143,8.742764,7.917531,7.6216083,8.111126,8.329551,6.6698737,7.5478888,6.664819,6.540113,6.6193237,5.828196
41,13.834633,8.662706,7.8765645,7.6122265,8.031857,8.304846,6.644379,7.5364327,6.6423345,6.530474,6.5428743,5.791761
42,13.766373,8.615646,7.858483,7.6022387,7.998799,8.2302065,6.618271,7.514019,6.5609803,6.459673,6.5217805,5.761415
43,13.690699,8.5813265,7.811962,7.59725,7.9291973,8.196216,6.602266,7.4594474,6.5576344,6.4303784,6.4213247,5.6886473
44,13.561219,8.535113,7.799046,7.523315,7.8817544,8.178569,6.5860353,7.4032855,6.53778,6.387292,6.406906,5.6348605
45,13.463329,8.501781,7.7614436,7.491865,7.849468,8.077537,6.5413976,7.3729315,6.48291,6.330013,6.318698,5.6207952
46,13.421674,8.49422,7.7206593,7.4548173,7.780787,8.0337925,6.534717,7.286955,6.4530272,6.2831597,6.2677646,5.5671687
47,13.284421,8.42205,7.714569,7.444693,7.7442045,8.008447,6.501278,7.2779336,6.417316,6.2627234,6.203222,5.533002
48,13.129378,8.375365,7.6872435,7.3992486,7.678424,7.9652433,6.4731913,7.2643776,6.396306,6.233123,6.1811886,5.4339857
49,13.093347,8.355243,7.641448,7.365321,7.642287,7.8830447,6.43432,7.2287536,6.380854,6.2033973,6.14834,5.411212
50,12.997784,8.308664,7.598148,7.3099513,7.5870085,7.833547,6.417759,7.1903505,6.358605,6.1884127,6.1057143,5.368347
51,12.9412155,8.280555,7.529471,7.288512,7.5463862,7.786161,6.406825,7.132174,6.3227677,6.131806,6.0581594,5.3122826
52,12.891954,8.271143,7.5078435,7.26961,7.5077786,7.7394056,6.383937,7.1093397,6.313723,6.09825,6.0269327,5.287739
53,12.839546,8.213228,7.4975414,7.2381086,7.471871,7.681493,6.3745985,7.1032414,6.2945886,6.0709705,6.004802,5.2632236
54,12.715939,8.193859,7.4397173,7.193426,7.461907,7.590895,6.3551345,7.0448585,6.2714977,6.0588937,5.9382606,5.2264147
55,12.622082,8.176719,7.413754,7.1549864,7.40085,7.5273676,6.339502,7.0412483,6.258731,6.035621,5.9112844,5.1983886
56,12.504104,8.140074,7.390566,7.1311784,7.3682437,7.514457,6.3236747,6.974604,6.2309384,6.012452,5.8627625,5.178775
57,12.462402,8.094008,7.3717804,7.1173625,7.345037,7.455569,6.297128,6.945495,6.2118073,5.999523,5.806908,5.127789
58,12.347055,8.076716,7.318271,7.099385,7.3304915,7.4385715,6.2904096,6.9296865,6.1832447,5.985942,5.7860074,5.0895696
59,12.247502,8.033459,7.3126054,7.073831,7.2899766,7.354446,6.2598863,6.898788,6.1420283,5.9558635,5.6564646,5.06469
60,12.125246,8.012313,7.284354,7.032662,7.250624,7.2224607,6.2451406,6.886742,6.1203547,5.936437,5.6274123,5.0350804
61,12.080677,7.971935,7.248732,7.022585,7.206669,7.0703077,6.2234373,6.8548207,6.1166863,5.9131236,5.599981,5.0010943
62,12.011431,7.918734,7.2441773,6.996377,7.1982384,7.0550966,6.189988,6.7939057,6.078474,5.8988366,5.5783362,4.9976315
63,11.937787,7.901717,7.239906,6.968023,7.157803,7.034114,6.165176,6.778714,6.0636377,5.834877,5.5454836,4.985208
64,11.897747,7.8644047,7.1996565,6.94116,7.148546,6.9407144,6.150718,6.7553573,6.0326734,5.827138,5.502134,4.960312
65,11.776985,7.8122964,7.175336,6.9298725,7.1220503,6.8901997,6.1357493,6.7442126,6.0204105,5.7969894,5.4771385,4.896847
66,11.713021,7.7819905,7.12317,6.909513,7.090506,6.864786,6.120559,6.667823,5.997275,5.7902403,5.442828,4.878085
67,11.669569,7.7321715,7.118353,6.895735,7.0640907,6.7658434,6.0963616,6.6422,5.9850264,5.76622,5.4197097,4.8445663
68,11.60996,7.715895,7.0878477,6.880319,7.028327,6.7422347,6.082125,6.5829253,5.9470153,5.7495074,5.3569508,4.831909
69,11.50895,7.683642,7.074606,6.8149033,7.005144,6.7044225,6.0797563,6.572348,5.925975,5.7205696,5.3310556,4.8078766
70,11.454508,7.667773,7.05341,6.8065977,6.9836297,6.643833,6.0537825,6.519808,5.908222,5.6888785,5.31689,4.785781
71,11.389675,7.632458,7.0063496,6.801509,6.9601336,6.558253,6.0470295,6.494929,5.902157,5.6715827,5.2695613,4.768494
72,11.238993,7.619947,6.976146,6.772085,6.9148874,6.544682,6.0153856,6.450652,5.8915153,5.657712,5.2574835,4.757926
