,0,1,2,3,4,5,6,7,8,9,10,11
0,0.58967096,0.17577575,0.24809062,0.1584751,0.21818821,0.31393674,0.16065396,0.25216463,0.2671397,0.32417437,0.26764432,0.23660603
1,0.19243556,0.21310675,0.25202802,0.1455495,0.17658484,0.22078595,0.1326785,0.18353446,0.37131262,0.23941785,0.20554842,0.19602562
2,0.45160294,0.17090283,0.16681871,0.117740884,0.13408135,0.15221615,0.1678777,0.17325899,0.14689425,0.16079289,0.19674717,0.19208197
3,0.26595166,0.11390083,0.25373182,0.17508884,0.1297625,0.15410519,0.14477693,0.1643533,0.103820585,0.17579645,0.16141587,0.13572785
4,0.22311005,0.13548225,0.21174443,0.1574646,0.13840818,0.16504937,0.14358175,0.15334125,0.12365413,0.12476228,0.13418686,0.12130456
5,0.20404533,0.15280332,0.24991995,0.121438704,0.1040663,0.14779642,0.126414,0.12442603,0.18509291,0.12214892,0.11170383,0.1231422
6,0.27377778,0.15541817,0.26360306,0.15290967,0.108642764,0.15344934,0.11878158,0.18076746,0.1322,0.19360061,0.14148061,0.1340017
7,0.19620246,0.12441259,0.16370161,0.17561421,0.1254176,0.14385328,0.15555401,0.16661607,0.11433853,0.13620467,0.16224726,0.14727832
8,0.18063326,0.21961728,0.17868239,0.11590904,0.11407198,0.18659873,0.16761586,0.15445873,0.12976731,0.13026199,0.13186753,0.13044563
9,0.2189619,0.14185838,0.1370963,0.12293169,0.12857802,0.21699518,0.15065089,0.1222112,0.15984972,0.16282114,0.14073786,0.15482949
10,0.15432328,0.18910933,0.17891543,0.11009139,0.12900528,0.16725565,0.17360614,0.16658339,0.1318059,0.17536682,0.14036483,0.16274081
11,0.23032074,0.12180689,0.12909871,0.120629676,0.115089156,0.2139684,0.14285406,0.18649447,0.12686081,0.12384111,0.12584853,0.12405592
12,0.17549366,0.14195058,0.14770356,0.11099948,0.11717867,0.1862284,0.18228668,0.18652007,0.115258195,0.14139451,0.12100704,0.14253348
13,0.19882338,0.11025707,0.16536579,0.11405276,0.14056769,0.17575356,0.20151272,0.15353453,0.11880634,0.14661825,0.1156567,0.13758211
14,0.18712743,0.112920344,0.1996257,0.12622178,0.13339993,0.18192506,0.16404358,0.15771097,0.11979543,0.11384487,0.10683827,0.14742897
15,0.16248867,0.11999912,0.14546478,0.12858866,0.13674611,0.19239236,0.14726558,0.18555322,0.11862477,0.12462592,0.12606934,0.12723783
16,0.20230576,0.11932428,0.14750665,0.12732793,0.12355839,0.2752689,0.16662158,0.15023287,0.15037704,0.13432452,0.12642309,0.12367488
17,0.13917786,0.15385169,0.12460178,0.13331628,0.117103845,0.19438058,0.18496671,0.16386726,0.113625795,0.13100606,0.11455431,0.12008147
18,0.17392518,0.13755053,0.13506553,0.12925294,0.1159507,0.14176665,0.20052566,0.18354422,0.12138736,0.122065105,0.12945321,0.11108886
19,0.20380557,0.123705655,0.14433786,0.11806089,0.11590123,0.23674649,0.16281599,0.17290282,0.12672472,0.12350269,0.12549841,0.12124025
20,0.15310395,0.17285635,0.12551089,0.14142156,0.16514382,0.21429816,0.116479404,0.1199094,0.14241338,0.13299908,0.19850545,0.119970925
21,0.16264893,0.15792364,0.14276649,0.11920504,0.13006984,0.23602758,0.22239968,0.16301927,0.13903804,0.13990779,0.12158923,0.10672934
22,0.15858279,0.10375667,0.12608474,0.12293863,0.12110393,0.15784112,0.1688408,0.15384749,0.12831688,0.13981198,0.13708296,0.110567346
23,0.14756176,0.11743033,0.11622711,0.13192993,0.11653958,0.23324248,0.15543172,0.11815086,0.14369956,0.11150283,0.14142664,0.11551197
24,0.14273001,0.13755,0.11477755,0.11510815,0.1359878,0.14110082,0.14425857,0.13817376,0.16721244,0.12708125,0.118082196,0.11019054
25,0.19313392,0.13307336,0.13563989,0.11722137,0.12759542,0.18581654,0.15219194,0.13094091,0.13413587,0.13237892,0.12699267,0.12690176
