,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.29962495,0.3074113,0.30398262,0.30166855,0.3000031,0.29874235,0.3023331,0.30800498,0.30463982,0.30564174,0.30258933,0.30373853,0.30436668,0.29920286,0.29744935,0.30530566,0.3097256,0.30044368,0.3087041,0.30159354,0.30340138,0.305181,0.3018445,0.30298373,0.30508274,0.30026874,0.29882765,0.30063894,0.30172637,0.30549,0.30330282,0.3007993,0.30342296,0.30239692,0.30227476,0.30061632,0.30401927,0.30506888,0.29577005,0.30106807,0.30497804,0.2968957,0.29916897,0.29634434,0.30125654,0.3069384,0.29812214,0.3035547,0.30694962,0.30234224,0.3007739,0.29720107,0.29572955,0.29778662,0.30229628,0.2998732,0.30119622,0.3015285,0.30604306,0.30227804,0.30238098,0.30391765,0.30301207,0.30617148,0.3036767,0.3045803,0.30010426,0.30174744,0.3055267,0.30141237,0.30387723,0.30092698,0.30377668,0.30369166,0.3051374,0.30583528,0.29990074,0.30230662,0.30182603,0.30172932,0.30183557,0.3010235,0.30666187,0.2987408,0.29947597,0.2996519,0.3037335,0.29976243,0.3039529,0.29966235,0.30145252,0.30507782,0.30241185,0.3029944,0.30266014,0.29961896,0.30867726,0.3059381,0.30469152,0.29909396
1,0.42843398,0.41070148,0.43053675,0.41700768,0.41666827,0.40876275,0.42333072,0.42765012,0.43221474,0.41754347,0.43274814,0.41252655,0.4226356,0.4150289,0.41012162,0.41967973,0.41129676,0.421333,0.4248734,0.42341775,0.4251751,0.41984683,0.41147357,0.41766527,0.4235216,0.42567557,0.4278134,0.42136198,0.42054215,0.4034601,0.42758512,0.4140816,0.42798766,0.4352093,0.42054823,0.43066138,0.41817886,0.42215237,0.41741872,0.42023656,0.42383975,0.4308099,0.41739723,0.41518685,0.4291753,0.4255672,0.4301014,0.42677793,0.4373566,0.40802264,0.41953206,0.42856684,0.42106846,0.42705557,0.42708007,0.40759256,0.42503312,0.427932,0.42766556,0.42263013,0.42673582,0.4258362,0.4133399,0.41782343,0.42485386,0.4146058,0.42146206,0.40133795,0.4139156,0.41194507,0.40864733,0.41661662,0.43145096,0.4167676,0.43883258,0.41779912,0.41680253,0.4198907,0.41212988,0.42543042,0.42333686,0.4144823,0.42197812,0.42246506,0.41352206,0.42980328,0.41735986,0.4167472,0.42395085,0.407689,0.40382025,0.4255709,0.429553,0.41504657,0.4221042,0.4215971,0.43033984,0.4176675,0.4183164,0.42719698
2,0.12383995,0.119208574,0.12809433,0.114494786,0.13287109,0.12100908,0.12244887,0.114136614,0.11744891,0.11317589,0.12766069,0.11388977,0.11650255,0.11756595,0.11899856,0.12045476,0.123943776,0.116867624,0.11701334,0.11729238,0.1276521,0.11989954,0.11617623,0.12013658,0.11219555,0.109185815,0.12299659,0.12443969,0.117743336,0.11804872,0.11765,0.11613208,0.11740756,0.1175471,0.110302,0.11124088,0.116196305,0.12475028,0.12731177,0.10987453,0.117070176,0.12803313,0.12545612,0.121291675,0.11537728,0.11681123,0.11832656,0.12833495,0.116971634,0.116971664,0.11956437,0.11669629,0.11563896,0.11531286,0.12358777,0.12144476,0.10533704,0.10610773,0.12293368,0.11909825,0.11323369,0.12852892,0.117314056,0.11487283,0.118453324,0.116645545,0.12011886,0.109023094,0.1088349,0.11484705,0.11488722,0.12016723,0.12182767,0.12203277,0.1168723,0.115269974,0.12645224,0.12205997,0.120314226,0.12344741,0.117065206,0.12498424,0.117782086,0.11166227,0.121102974,0.12840275,0.11749474,0.12130003,0.10963239,0.1225484,0.11691963,0.119980104,0.12169425,0.11751436,0.12177682,0.12238225,0.1260815,0.11853038,0.112462565,0.11419156
3,0.13212222,0.13415438,0.10936328,0.123674326,0.11893336,0.1273177,0.13164076,0.13015983,0.1271835,0.121538594,0.12972826,0.1287133,0.11044871,0.12672685,0.13780023,0.1328455,0.121627465,0.13001384,0.107179135,0.13184991,0.11737679,0.12010155,0.13697824,0.12855944,0.124498144,0.11819561,0.13383162,0.11378504,0.12051913,0.1281851,0.11780968,0.11954064,0.13043016,0.1207317,0.13339159,0.1089688,0.1273297,0.12366648,0.12562498,0.121556096,0.117347315,0.1268196,0.13438325,0.11491887,0.118779,0.123584256,0.12726611,0.12889019,0.12267178,0.12964879,0.12668957,0.13837224,0.11731975,0.12913676,0.124583356,0.11753875,0.1291383,0.13231383,0.13108058,0.13039654,0.12685764,0.11963056,0.13101418,0.11949086,0.13586923,0.12378661,0.13021566,0.1287426,0.12567157,0.12605052,0.13892613,0.12547255,0.12147614,0.121851966,0.12726663,0.12668705,0.13091175,0.11663711,0.11831671,0.1297285,0.12208262,0.14057471,0.13043845,0.1239907,0.12682483,0.12657043,0.12510529,0.12243192,0.12211837,0.11129784,0.12992401,0.13754995,0.14779985,0.12506837,0.13266936,0.13086683,0.13207293,0.14888638,0.12291674,0.12672834
4,0.12064159,0.16143805,0.10717398,0.12276675,0.11393878,0.12160649,0.10577496,0.11391998,0.12055038,0.12581645,0.11466872,0.17044458,0.111685336,0.12180545,0.1125988,0.119110025,0.12400482,0.10470262,0.13019101,0.1259659,0.13413587,0.1229523,0.12292911,0.11154767,0.11018294,0.117730096,0.14112556,0.118962154,0.10580838,0.1887807,0.13122343,0.1281251,0.12460749,0.14020927,0.12342267,0.12442163,0.10884431,0.11270914,0.11609437,0.11936333,0.10827505,0.1463188,0.12510546,0.11962549,0.26119098,0.1223896,0.12118636,0.12894301,0.117974065,0.11037509,0.12046487,0.12518202,0.112094074,0.11109173,0.118022226,0.12593016,0.12507239,0.11135647,0.11278895,0.11636185,0.12370767,0.117795825,0.18620574,0.12606218,0.14080362,0.12989426,0.11688549,0.17146866,0.12876478,0.1236949,0.10856057,0.13127542,0.20375879,0.11923258,0.14972597,0.15244795,0.1116146,0.11401639,0.13889427,0.12137036,0.14126492,0.12151331,0.13502331,0.13238065,0.1319911,0.12389645,0.12319932,0.11362332,0.10789495,0.12233026,0.13421524,0.11467761,0.11054649,0.1015324,0.11585625,0.117851585,0.1338468,0.13447876,0.12849113,0.13395794
5,0.32350063,0.15115972,0.37497497,0.28492704,0.2647395,0.4400533,0.29320788,0.37765926,0.28797472,0.35532677,0.302786,0.28799403,0.11752695,0.36721045,0.26689732,0.22031987,0.3755415,0.26888782,0.32244715,0.28130937,0.25618857,0.34470063,0.3352045,0.2603065,0.22741565,0.31041282,0.12900902,0.34083605,0.26890677,0.19763243,0.19493952,0.35693738,0.24852538,0.23058374,0.3525793,0.34709027,0.2511409,0.2885068,0.2404032,0.24383499,0.19686669,0.31822005,0.28540844,0.36662236,0.121433064,0.350398,0.3546348,0.29572037,0.31480706,0.143604,0.2836143,0.23842996,0.34224722,0.27826202,0.31194785,0.10744809,0.33652347,0.1599654,0.31435063,0.33092698,0.20070514,0.32521015,0.254038,0.3116946,0.3370506,0.32764623,0.23917271,0.17118426,0.27538255,0.2847456,0.22680795,0.35992745,0.25580925,0.13342465,0.2640035,0.22629085,0.29775566,0.33866227,0.24016477,0.31277484,0.23518746,0.12307153,0.35647315,0.30613753,0.13468765,0.28996578,0.2396738,0.3298136,0.23290889,0.35729265,0.34134322,0.3530704,0.36691922,0.3200435,0.21412368,0.31611907,0.3402134,0.36343056,0.23726183,0.309806
6,0.13875322,0.28524628,0.15031742,0.123889685,0.12857774,0.120861545,0.1138473,0.13941425,0.16232777,0.11336987,0.22664943,0.1854341,0.3604484,0.13406177,0.16012104,0.1954089,0.12568428,0.13943557,0.1265547,0.11071883,0.10610287,0.120205216,0.13224488,0.11744642,0.17317945,0.13714974,0.33110243,0.15062258,0.13556226,0.3047053,0.30008182,0.22897902,0.23144053,0.21181746,0.12215763,0.11654882,0.16627146,0.14269611,0.28408644,0.116725944,0.12250136,0.13426071,0.1335986,0.13819677,0.2904656,0.121629864,0.14186683,0.101288795,0.109901875,0.3410342,0.13149017,0.20662901,0.18627416,0.14586698,0.25802124,0.374352,0.121564254,0.3350708,0.12056453,0.13205339,0.28913167,0.15578505,0.17976044,0.11922055,0.11090408,0.119822,0.2795551,0.28531954,0.28843135,0.17741309,0.28038147,0.12107521,0.111556605,0.33369398,0.109280124,0.13909844,0.12029019,0.1883915,0.1579796,0.13176419,0.14953858,0.31269693,0.10946222,0.10914266,0.35304603,0.16493915,0.1381193,0.13994049,0.21995798,0.14171082,0.1339433,0.14771253,0.12057689,0.13039163,0.24218524,0.14408772,0.13264117,0.112148024,0.2613619,0.1193244
7,0.17289807,0.1855948,0.1251682,0.2608914,0.27799347,0.110493176,0.14149612,0.15606245,0.116598584,0.12550735,0.12647966,0.3667367,0.2256574,0.132388,0.27126777,0.20654109,0.11363878,0.1386287,0.2977343,0.1343029,0.13329229,0.16046308,0.29298967,0.25325692,0.40390903,0.22316396,0.15334584,0.17347282,0.12827416,0.25499955,0.15679567,0.11346425,0.14712378,0.13762358,0.14728603,0.12697573,0.31810206,0.33511254,0.1371504,0.15054345,0.16001971,0.11087443,0.121106006,0.13851829,0.12085057,0.18722019,0.1580078,0.13679926,0.21172497,0.19592151,0.13844277,0.26581383,0.1557019,0.26299426,0.23330365,0.114950046,0.16140614,0.1524497,0.11627832,0.12235959,0.14873908,0.13445574,0.21723083,0.142661,0.12830648,0.19084379,0.13323401,0.2721071,0.11417729,0.16308331,0.24837488,0.11361526,0.13422206,0.13399018,0.14599192,0.16075625,0.16536275,0.14511377,0.13481957,0.13433573,0.1262739,0.11843948,0.120590866,0.1444869,0.13529964,0.13284253,0.14990719,0.14431691,0.13128328,0.12106301,0.18755622,0.17108387,0.12570174,0.15554252,0.21124488,0.1592269,0.13063738,0.11669969,0.1261034,0.13337679
8,0.1327579,0.21968739,0.17878333,0.1811607,0.30272913,0.22671077,0.24780887,0.15462138,0.1312359,0.18157174,0.14284472,0.13003339,0.14372434,0.13970791,0.1662868,0.3634933,0.15077797,0.36157835,0.15878195,0.34361973,0.39335304,0.27725643,0.13956183,0.26319873,0.12632477,0.15352821,0.11952734,0.22623219,0.2092632,0.15100837,0.17287816,0.13772276,0.13803133,0.134499,0.18294778,0.1479946,0.09667158,0.16788015,0.3231519,0.11286865,0.34576544,0.21096565,0.13940038,0.14008978,0.26077855,0.17432493,0.33320403,0.29124936,0.1979471,0.20568736,0.3432113,0.2533381,0.14165604,0.13306735,0.22370571,0.28546008,0.13215558,0.23155451,0.37880167,0.15301234,0.3352215,0.12894113,0.12535541,0.2001927,0.120252505,0.15256393,0.2387146,0.15253982,0.1650021,0.376045,0.12709744,0.19315243,0.13471012,0.22647487,0.2643482,0.293076,0.24415104,0.11268073,0.3394538,0.13568038,0.16241945,0.17453922,0.15311535,0.1364678,0.26998806,0.12304024,0.110747784,0.18683895,0.1274217,0.18027233,0.12328321,0.1449657,0.3200318,0.23642756,0.13882929,0.14445587,0.30542666,0.21793786,0.26402515,0.14257708
9,0.31888673,0.30274,0.27979916,0.2068125,0.13420884,0.13643056,0.35664988,0.29797179,0.3577783,0.31298867,0.2895817,0.13597159,0.19393738,0.3506298,0.28122744,0.14493445,0.29310286,0.20961794,0.15155314,0.16681626,0.1309881,0.24774683,0.2531178,0.20493364,0.23719491,0.37537557,0.38227212,0.21218754,0.33511272,0.124101624,0.23232502,0.13741043,0.14631271,0.35300982,0.31498784,0.24339747,0.17203252,0.12122404,0.21879189,0.38141543,0.21245901,0.3118505,0.40945524,0.3651772,0.19804414,0.29659697,0.1819723,0.23979394,0.1499758,0.34168604,0.15869816,0.16942969,0.34102324,0.21902075,0.12887725,0.17112972,0.37882337,0.3219808,0.17455027,0.3462626,0.14229652,0.3290912,0.2612284,0.2709116,0.35701993,0.3424792,0.22700419,0.14067236,0.16711752,0.17787138,0.23630399,0.3197614,0.29847202,0.32583302,0.17784171,0.28076896,0.31876194,0.28250125,0.14786392,0.35409582,0.42076948,0.3364874,0.3873558,0.38407108,0.16236538,0.31831717,0.40901077,0.2676133,0.42208576,0.32385978,0.3141832,0.19214348,0.22869933,0.22844097,0.31058103,0.15384176,0.15496992,0.26324385,0.14786099,0.35815236
