,0,1,2,3,4,5,6,7,8,9
0,0.22771855,0.20633852,0.20901859,0.21243031,0.21416387,0.21441023,0.20877188,0.21623941,0.21148519,0.20938808
1,0.17350836,0.18342097,0.17932498,0.16540092,0.1693788,0.17133358,0.17091,0.1597558,0.16972753,0.18779099
2,0.15625092,0.16977789,0.16272596,0.13626242,0.14829415,0.13632397,0.18237175,0.15973704,0.1781293,0.15727328
3,0.16739577,0.27166325,0.23385069,0.22498052,0.25175473,0.21175179,0.25272703,0.22035643,0.21154717,0.23564148
4,0.21006104,0.22697085,0.2594813,0.20759614,0.26411167,0.26332945,0.1738152,0.20797665,0.31368136,0.16593787
5,0.17644018,0.1637165,0.20855936,0.21984172,0.1775834,0.19681446,0.15292944,0.2025133,0.23188445,0.19159925
6,0.19942091,0.17030028,0.16356398,0.13043447,0.19990945,0.17690003,0.14399682,0.1366655,0.15989523,0.1564967
7,0.18026443,0.2561025,0.21130802,0.16732313,0.15735152,0.1758107,0.19384682,0.16262622,0.20634061,0.1811359
8,0.12959717,0.1447604,0.13904679,0.14775047,0.24283458,0.19186199,0.19542581,0.18975155,0.16734394,0.20764652
9,0.16397053,0.1311916,0.20480053,0.21197736,0.20539631,0.24040377,0.14740294,0.17298189,0.16311242,0.215108
10,0.14415601,0.14872359,0.14420372,0.1633238,0.12180773,0.17648427,0.15357257,0.14713584,0.13008842,0.15652119
11,0.12869316,0.14407586,0.14848527,0.16164216,0.18117025,0.2412127,0.18948108,0.1537166,0.14238098,0.16804817
12,0.16618961,0.14722763,0.2126835,0.14072403,0.13819984,0.15398154,0.18967138,0.16350678,0.16634156,0.14515573
13,0.14615798,0.12545124,0.23689644,0.20608555,0.17323935,0.18467513,0.13707852,0.18807915,0.17293118,0.13165446
14,0.13693312,0.21446647,0.1484468,0.16318291,0.14033732,0.15761092,0.14605759,0.14057717,0.14446056,0.15721017
15,0.16550277,0.12174119,0.16897413,0.12939776,0.1461514,0.14174767,0.16434275,0.1556527,0.15320933,0.1425383
16,0.17420895,0.152357,0.18655762,0.16991192,0.13987596,0.12443896,0.14201203,0.14817972,0.18477787,0.14250001
17,0.1212194,0.15822387,0.13079819,0.13600141,0.13396092,0.13682316,0.12857886,0.13690838,0.13526087,0.123891115
18,0.16420615,0.15265732,0.15203142,0.1298506,0.14251113,0.11804098,0.16870978,0.21009001,0.13679504,0.15752196
19,0.13168177,0.15133564,0.133884,0.15325569,0.14737484,0.1376108,0.15300977,0.16160902,0.17796364,0.11833325
20,0.13946718,0.21843179,0.1515372,0.15787959,0.18768395,0.15153225,0.13376066,0.16454837,0.12563312,0.12873213
21,0.14666566,0.12231623,0.1401269,0.13918257,0.15152316,0.13803124,0.15389201,0.14616613,0.12760434,0.15743372
22,0.20083064,0.14928152,0.14100751,0.14106485,0.14700946,0.15904096,0.12876752,0.13315651,0.14293474,0.16184077
23,0.14195876,0.16061264,0.15643133,0.11870259,0.12018098,0.18258567,0.12958258,0.17043713,0.12664525,0.14173083
24,0.15891415,0.13965309,0.15190032,0.13321815,0.13383523,0.11516119,0.12646216,0.13421722,0.14876568,0.13530578
25,0.12251882,0.13124844,0.13960496,0.14519486,0.15722626,0.14618976,0.15631923,0.118112765,0.12525773,0.14533709
26,0.16929975,0.15572219,0.13998458,0.117311865,0.13361226,0.17689593,0.13719606,0.1475069,0.14773983,0.121416464
27,0.16003318,0.117952116,0.14672196,0.11943159,0.15802789,0.14415112,0.13162279,0.16288352,0.14908093,0.13985488
28,0.12800524,0.12801862,0.1290026,0.15418585,0.13550602,0.113791466,0.12807567,0.11479902,0.121078834,0.1284938
29,0.16379167,0.14499085,0.1381231,0.1335797,0.1296736,0.12788513,0.13024871,0.15051593,0.14164348,0.18675503
30,0.12279607,0.12113428,0.16174266,0.13169563,0.13401476,0.12840936,0.14235055,0.13559377,0.13426377,0.119235694
31,0.112321354,0.12559398,0.14559771,0.116886646,0.13044842,0.12377325,0.120150864,0.14490837,0.15398929,0.12507457
32,0.14315961,0.13491994,0.15521482,0.14395839,0.13207714,0.13725226,0.15879503,0.12600775,0.14633885,0.12025861
33,0.16033272,0.1353272,0.14983311,0.12815851,0.12717308,0.12460383,0.14623213,0.12953329,0.13704991,0.14784853
34,0.13885841,0.12348205,0.14243771,0.13929097,0.13282499,0.13905194,0.15275615,0.11672634,0.15049955,0.14129588
35,0.13382083,0.114230305,0.13449396,0.14750089,0.14993249,0.1333949,0.10952438,0.12509406,0.14260507,0.19141066
36,0.13221328,0.13794023,0.12551178,0.12304141,0.158504,0.13231808,0.12594777,0.16470738,0.13892302,0.11623195
37,0.16164744,0.13471684,0.14417233,0.14274907,0.11007714,0.11427177,0.14324623,0.1290152,0.11508864,0.1528603
38,0.122882605,0.12506944,0.11972335,0.12476091,0.12541151,0.16685228,0.13623026,0.11178849,0.16080204,0.14619601
39,0.12115738,0.13299376,0.12202865,0.13502091,0.14827248,0.1363905,0.12207956,0.1277794,0.14345029,0.13322714
40,0.14221948,0.13174886,0.12484612,0.16341288,0.15316388,0.1343768,0.11766206,0.13537484,0.13459572,0.14520302
41,0.13627544,0.1123009,0.13175535,0.11752802,0.11559704,0.14276561,0.17530903,0.14114925,0.124932624,0.14739758
42,0.13070798,0.13528429,0.14590675,0.11075356,0.1308377,0.12612236,0.16958793,0.1368647,0.13879928,0.12005304
43,0.12070274,0.14487624,0.13428092,0.13172132,0.1298261,0.13232794,0.16962013,0.14255416,0.13616726,0.13380328
44,0.13415608,0.122753486,0.12353811,0.12855817,0.11386824,0.13877809,0.14714165,0.12604335,0.14648783,0.1276545
45,0.14116505,0.1338642,0.1351022,0.13913792,0.14224783,0.12314887,0.16691843,0.12689257,0.16873172,0.12969345
46,0.15562454,0.16343087,0.12635422,0.14542753,0.12061705,0.13314474,0.13351493,0.13720556,0.13938327,0.14047797
47,0.118649215,0.12519592,0.14324123,0.12805013,0.14170858,0.12398932,0.11230714,0.1296523,0.13431984,0.12376223
48,0.13297972,0.12631586,0.1470638,0.13153808,0.15627122,0.113573655,0.14017573,0.13817704,0.14752884,0.12033451
49,0.1194953,0.13268833,0.1252903,0.12199871,0.13100289,0.13642083,0.14620309,0.14249513,0.121863276,0.1504683
50,0.13743612,0.15316856,0.14481366,0.12864585,0.1166641,0.12523448,0.12531151,0.12120182,0.1585636,0.13446872
51,0.14132752,0.10589636,0.14672336,0.13284646,0.14840609,0.13180327,0.14890452,0.12872908,0.1101664,0.14356649
52,0.15607582,0.114998505,0.14504087,0.1331752,0.13734134,0.12953912,0.1381086,0.12439506,0.13313787,0.1303321
53,0.1380741,0.13424157,0.13656664,0.13397852,0.1470154,0.15251897,0.11942431,0.13008748,0.15224299,0.15001124
54,0.1231377,0.124722406,0.12624192,0.14697544,0.16143122,0.1257698,0.13563803,0.1325607,0.10460322,0.13264883
55,0.14695024,0.13529848,0.153361,0.15078844,0.1253287,0.13509952,0.14075646,0.12732193,0.1067682,0.13174924
56,0.11319066,0.12584615,0.12980951,0.14070296,0.16009645,0.12309476,0.11463111,0.13061532,0.18915777,0.12231329
57,0.115127936,0.11999303,0.123241134,0.11567774,0.1408079,0.14194396,0.120560475,0.12997922,0.1519711,0.13935281
58,0.12148208,0.115704685,0.113488354,0.13693018,0.12915513,0.1369461,0.13824168,0.13022342,0.1311051,0.12944224
59,0.111396745,0.12747207,0.14798573,0.13118234,0.13042536,0.11348268,0.13825339,0.1337028,0.12799717,0.13837881
60,0.12313045,0.143937,0.15140499,0.13122468,0.101882875,0.1368539,0.13763013,0.109681845,0.12831375,0.1423636
61,0.13035655,0.12584369,0.1407486,0.13107231,0.14127402,0.10541937,0.1262011,0.14212923,0.12725644,0.13298784
62,0.13437282,0.121183574,0.13082525,0.11727289,0.17791617,0.11346248,0.13257363,0.12432232,0.12807545,0.1642405
63,0.15827392,0.15444154,0.106878266,0.113443315,0.12154076,0.10122926,0.11757545,0.1277721,0.10668548,0.13062452
64,0.123955354,0.13563222,0.16789214,0.119558305,0.104484715,0.19947022,0.1342423,0.12030475,0.12679917,0.17038694
65,0.13696724,0.117283165,0.1371786,0.13755462,0.12661992,0.15382975,0.12515768,0.15343101,0.14100154,0.12679113
66,0.13558349,0.13060035,0.12671353,0.110680595,0.14724548,0.12939104,0.15343614,0.12194358,0.12331058,0.12974471
67,0.109388724,0.12823747,0.11884778,0.12074795,0.13047989,0.14457971,0.1312665,0.120812595,0.14132947,0.11928407
68,0.120850354,0.13625152,0.11312245,0.14087588,0.14556198,0.14757289,0.1441976,0.1304248,0.12253335,0.15992177
69,0.13377634,0.120364666,0.13324012,0.14093375,0.13266735,0.12783374,0.11834031,0.113496244,0.13987839,0.11522875
70,0.13838354,0.118619785,0.17063718,0.119669475,0.120082095,0.121242955,0.14284998,0.12763529,0.14700267,0.11987443
71,0.13238764,0.11672032,0.11270426,0.12756608,0.13353199,0.12372497,0.10955278,0.13001233,0.14007667,0.14929976
72,0.15120439,0.121766604,0.1370016,0.15660715,0.14134352,0.13126937,0.13072985,0.11977675,0.12844527,0.12068678
73,0.12990552,0.12077225,0.15872231,0.14730096,0.117237,0.13226274,0.138028,0.1325964,0.10377327,0.11661911
74,0.12296174,0.1098918,0.117779076,0.13489413,0.11838679,0.1322324,0.13972002,0.11916349,0.12901242,0.15485007
75,0.16242193,0.14331181,0.12424265,0.15868421,0.13619134,0.13236015,0.1775758,0.12085982,0.12792096,0.14200766
76,0.16427827,0.1356382,0.11176832,0.13787533,0.11969988,0.13265139,0.13361505,0.13118775,0.1337422,0.115950376
77,0.124348044,0.118185714,0.16344763,0.1501981,0.11756032,0.12519442,0.15087005,0.11730403,0.132861,0.148315
78,0.1310491,0.11809129,0.15188393,0.14414236,0.12438148,0.1387834,0.11959065,0.12812302,0.13229153,0.14086458
79,0.15498385,0.12794687,0.13113068,0.1367265,0.11686214,0.123162426,0.118212,0.102848634,0.12607417,0.1274578
80,0.1282759,0.11575283,0.12390103,0.14204384,0.14739656,0.11392018,0.12101081,0.113085225,0.13368796,0.1578878
81,0.11439698,0.10620963,0.1351276,0.13318764,0.1308525,0.13530485,0.12640959,0.10301446,0.107807584,0.11960522
82,0.13426384,0.114213414,0.124239884,0.110612676,0.1283178,0.12708527,0.123966575,0.113570675,0.12993342,0.1267591
83,0.13106261,0.11893873,0.12436932,0.15081671,0.12368317,0.15784228,0.14271884,0.11129369,0.121341154,0.13765883
84,0.12451104,0.15956636,0.1259158,0.12577075,0.13977787,0.1390302,0.12920716,0.14067233,0.14232126,0.16249616
85,0.11741867,0.12845765,0.1460681,0.12361983,0.118678205,0.11853574,0.11839585,0.10826755,0.11029399,0.11515264
86,0.14617807,0.13320972,0.11280379,0.15455946,0.14759433,0.16127244,0.12682047,0.11766592,0.12510303,0.12932244
87,0.14812185,0.11196996,0.1204959,0.12335899,0.12876295,0.11396153,0.11033498,0.12413523,0.12895152,0.16236316
88,0.12160699,0.15908596,0.1193679,0.1314196,0.12585254,0.11574276,0.13473806,0.14993481,0.13054459,0.13333976
89,0.118332654,0.15507516,0.1262276,0.17017552,0.112398036,0.12809828,0.15075609,0.123910785,0.14385046,0.11166721
90,0.12590319,0.1510697,0.13896847,0.11261536,0.12148017,0.176523,0.1272711,0.12440964,0.11099203,0.1313083
91,0.1251334,0.13607092,0.13583836,0.13040133,0.119793616,0.128585,0.10651764,0.12960616,0.123374775,0.1232227
92,0.13278197,0.11727977,0.12102848,0.11912147,0.1208588,0.13695133,0.12582225,0.15315434,0.1281514,0.13301548
93,0.10991427,0.11733785,0.11860469,0.1455499,0.13239437,0.11634462,0.10462091,0.13769975,0.11717321,0.13981928
94,0.13455331,0.12166288,0.11663681,0.12124182,0.117288165,0.11999109,0.13418835,0.1350521,0.1331397,0.12470376
95,0.1472854,0.12294455,0.1555232,0.1360248,0.122178525,0.12639998,0.11615218,0.13865443,0.13511802,0.109966666
96,0.11927623,0.11999558,0.15238391,0.13644212,0.13213497,0.113254845,0.13028063,0.1313115,0.13152936,0.11035921
97,0.11130606,0.15034673,0.15083827,0.13264982,0.1275523,0.13754448,0.10669425,0.1270988,0.13351265,0.12520036
98,0.14589643,0.13230692,0.116125196,0.13687682,0.12894623,0.14919071,0.1265055,0.124119565,0.113584116,0.11393837
99,0.119397976,0.12830369,0.13584204,0.10837661,0.12855697,0.118925646,0.17183322,0.11941372,0.12801926,0.110838816
100,0.15905863,0.12139358,0.122119755,0.12878007,0.14873853,0.109744884,0.14248684,0.12936744,0.12633713,0.1256611
101,0.13151261,0.13075992,0.15959717,0.15419121,0.11646836,0.113417804,0.14227562,0.12035637,0.108846866,0.13968293
102,0.12339881,0.11775428,0.14727636,0.12228717,0.14374068,0.15742475,0.13400748,0.124797545,0.13754699,0.121289276
103,0.12850899,0.11592395,0.12623523,0.12565678,0.125004,0.152995,0.14781189,0.13181306,0.1545932,0.15262246
104,0.12388905,0.14545275,0.15553924,0.12759359,0.13027434,0.1686245,0.14269018,0.120916255,0.14226703,0.13078144
105,0.10780072,0.14222097,0.13429673,0.11100798,0.12423962,0.109838,0.113826856,0.1117185,0.12377142,0.16039655
106,0.14181538,0.13663824,0.111871585,0.10881391,0.11993264,0.12861662,0.10588631,0.124031566,0.14581019,0.12143094
107,0.13930324,0.119826436,0.13221076,0.1553757,0.13052505,0.13229609,0.14569578,0.13603905,0.11546932,0.11950749
108,0.15920389,0.12355958,0.11855935,0.15413648,0.13522175,0.12518996,0.119511485,0.13970691,0.120706625,0.11813088
109,0.12994848,0.1344407,0.16129658,0.13881183,0.11325472,0.12674464,0.16488652,0.13750434,0.14431915,0.13957101
110,0.110687174,0.14250265,0.12179735,0.14613095,0.13224101,0.15351844,0.13005547,0.15514767,0.116700836,0.10867722
111,0.13905928,0.15525325,0.13921943,0.11292787,0.121726245,0.13576399,0.12437208,0.11982457,0.1496533,0.12717246
112,0.11864611,0.13478932,0.13949697,0.11751604,0.12191093,0.13246897,0.12774397,0.1403502,0.1124336,0.10728417
113,0.12063317,0.14306438,0.118278235,0.13602719,0.13561364,0.12718534,0.12536956,0.17261967,0.1106213,0.13338086
114,0.12067866,0.13229437,0.12792985,0.12820058,0.13438755,0.12624763,0.10758279,0.11147024,0.12472467,0.12023887
115,0.1156454,0.1199573,0.12262307,0.12969816,0.12874252,0.14223647,0.14044842,0.13043848,0.11459339,0.13463926
116,0.13866092,0.12411988,0.11368624,0.11256886,0.122135706,0.12796497,0.118396804,0.13534556,0.16297391,0.12916455
